date_sold,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,sqft_above,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,basement,renovated,condition,grade,city,location
735569,440000.0,4,2,1690,3245,1,0,1690,1929,98126,47.5445,-122.375,1380,1590,0,0,2,5,Seattle,NW
735367,1400000.0,3,3,2550,7200,2,0,2550,1981,98144,47.5996,-122.288,2030,3500,0,1,2,7,Seattle,NE
735432,590000.0,4,3,2290,11072,2,0,2290,1986,98074,47.6283,-122.03,2340,9774,0,0,2,6,Sammamish,NE
735625,359000.0,4,2,2710,22860,1,0,1850,1962,98001,47.3207,-122.266,1700,22860,1,0,3,4,Auburn,SW
735382,266500.0,4,2,1880,7632,1,0,1180,1978,98023,47.3068,-122.37200000000001,1840,8528,1,0,3,4,Federal Way,SW
735583,635000.0,4,3,2930,8679,2,0,2930,2014,98056,47.5164,-122.19,2030,7264,0,0,2,5,Renton,SW
735519,559000.0,3,3,3110,217800,2,0,3110,2001,98092,47.3281,-122.124,2220,217800,0,0,2,6,Auburn,SW
735585,895000.0,4,3,3480,38985,2,0,3480,1989,98053,47.6895,-122.052,3630,36290,0,0,2,7,Redmond,NE
735625,625000.0,2,2,1110,118047,1,0,1110,1961,98072,47.7467,-122.12799999999999,2970,43500,0,0,2,4,Woodinville,NE
735669,650000.0,4,2,2440,9320,1,0,1880,1957,98007,47.5933,-122.135,1530,9335,1,0,3,4,Bellevue,NE
735653,312500.0,4,2,2280,7840,1,0,1280,1957,98055,47.4809,-122.22399999999999,2120,7260,1,0,2,4,Renton,SW
735501,225000.0,3,1,900,6099,1,0,790,1944,98168,47.4807,-122.289,1240,6099,1,0,2,3,Seattle,SW
735556,425000.0,4,2,1980,8400,1,0,1330,1968,98052,47.6721,-122.152,1920,8400,1,0,2,4,Redmond,NE
735648,329999.0,3,3,3360,41250,1,0,1820,1988,98022,47.2604,-122.023,2580,98881,1,0,3,4,Enumclaw,SE
735430,572000.0,5,2,2340,9225,2,0,2340,1973,98052,47.6369,-122.098,2140,9348,0,0,2,5,Redmond,NE
735695,386500.0,4,3,3110,5048,2,0,3110,2002,98042,47.3782,-122.125,3110,5190,0,0,2,5,Kent,SW
735619,452000.0,2,1,980,5000,1,0,980,1904,98107,47.6744,-122.369,1270,4500,0,0,2,3,Seattle,NW
735579,278000.0,4,2,1480,6324,1,0,1480,1943,98122,47.6147,-122.302,1480,3600,0,0,2,4,Seattle,NW
735387,474900.0,3,2,1800,43647,1,0,1800,1976,98072,47.7757,-122.132,2480,25608,0,0,3,5,Woodinville,NE
735702,450000.0,2,2,2130,6574,1,0,1500,1946,98199,47.6529,-122.411,2130,6275,1,0,2,5,Seattle,NW
735541,611000.0,2,1,1270,5100,1,0,1100,1900,98115,47.6771,-122.32799999999999,1670,3900,1,0,2,4,Seattle,NW
735389,214100.0,2,3,1150,2064,2,0,1150,2004,98001,47.3516,-122.292,1880,2855,0,0,2,4,Auburn,SW
735367,317000.0,3,3,1840,5011,2,0,1840,2012,98038,47.3555,-122.054,2000,4793,0,0,2,5,Maple Valley,SE
735662,1000000.0,4,4,3180,12528,2,0,2060,1979,98177,47.7058,-122.37899999999999,2850,11410,1,0,3,6,Seattle,NW
735712,1000000.0,5,3,1510,5700,2,0,1510,1946,98105,47.6653,-122.27,2190,5700,0,0,3,4,Seattle,NE
735723,525000.0,4,3,3070,7200,2,0,3070,2005,98059,47.4899,-122.13799999999999,2590,7200,0,0,2,5,Renton,SW
735507,436000.0,3,2,1800,6680,2,0,1800,1983,98034,47.7293,-122.223,1630,8621,0,0,2,5,Kirkland,NE
735432,450000.0,3,2,1540,9154,1,0,1540,1983,98074,47.6207,-122.042,1990,10273,0,0,2,5,Sammamish,NE
735355,588500.0,3,2,2330,14892,1,0,1970,1980,98074,47.6267,-122.046,2570,14217,1,0,2,5,Sammamish,NE
735729,340000.0,4,2,1400,8374,1,0,1400,1953,98166,47.4735,-122.344,1420,8360,0,0,2,4,Seattle,SW
735428,482000.0,4,3,2846,85377,1,0,1976,2000,98001,47.317,-122.281,1696,57934,1,0,2,5,Auburn,SW
735580,1580000.0,4,4,5830,131116,2,0,5830,2005,98024,47.5986,-121.949,5340,207206,0,0,2,8,Fall City,NE
735456,749000.0,3,3,3380,7126,2,0,3380,1965,98008,47.6276,-122.12200000000001,1810,7308,0,1,2,5,Bellevue,NE
735729,330000.0,3,2,1440,7875,1,0,1440,1968,98058,47.4561,-122.148,1800,8964,0,0,3,5,Renton,SW
735466,568000.0,3,3,1740,1279,3,0,1740,2008,98116,47.5891,-122.387,1740,1280,0,0,2,5,Seattle,NW
735500,239000.0,3,2,1470,8925,1,0,1470,1957,98022,47.2026,-122.0,1430,9282,0,0,3,4,Enumclaw,SE
735605,528000.0,3,3,2810,4932,2,0,2810,2003,98011,47.7739,-122.227,2470,4919,0,0,2,5,Bothell,NE
735444,385000.0,4,3,2090,5102,1,0,1350,1994,98106,47.5427,-122.35600000000001,2090,5102,1,0,2,4,Seattle,NW
735478,825000.0,4,3,4110,14219,2,0,2570,1979,98028,47.7382,-122.264,2760,12283,1,0,3,7,Kenmore,NE
735563,815000.0,5,3,3230,5000,2,0,2350,2002,98136,47.5202,-122.39299999999999,1520,5000,1,0,2,6,Seattle,NW
735519,625000.0,4,3,2601,34335,2,0,2601,1995,98072,47.742,-122.087,2080,32336,0,0,2,6,Woodinville,NE
735513,690000.0,3,2,2070,6000,1,0,1340,1955,98136,47.5226,-122.382,2200,6000,1,0,2,5,Seattle,NW
735682,210000.0,3,1,1660,7440,1,0,1270,1957,98106,47.5242,-122.36200000000001,1540,7440,1,0,2,4,Seattle,NW
735704,599000.0,4,1,1590,4280,1,0,1590,1924,98103,47.667,-122.335,2230,4280,0,0,2,4,Seattle,NW
735641,860000.0,3,2,1860,5584,1,0,1310,1951,98199,47.637,-122.4,1630,6022,1,0,2,5,Seattle,NW
735641,147200.0,3,1,1420,9600,1,0,1420,1954,98188,47.4232,-122.292,1400,8415,0,0,3,3,Seattle,SW
735724,476900.0,3,1,1240,5758,1,0,960,1910,98116,47.5675,-122.396,1460,5750,1,0,3,3,Seattle,NW
735452,450000.0,4,3,2500,36254,1,0,1590,1978,98027,47.4685,-122.00399999999999,2360,36254,1,0,3,5,Issaquah,SE
735724,570000.0,4,3,2640,11816,2,0,2640,1999,98019,47.733000000000004,-121.96799999999999,2400,11816,0,0,2,5,Duvall,NE
735522,567500.0,3,1,1440,3060,1,0,1440,1910,98115,47.6769,-122.307,1440,3570,0,0,3,4,Seattle,NW
735529,790000.0,5,3,3030,20446,2,0,2130,1976,98008,47.6133,-122.10600000000001,2890,20908,1,0,2,6,Bellevue,NE
735421,875000.0,3,2,1820,12686,1,0,1820,1952,98004,47.5886,-122.195,3020,11550,0,0,3,4,Bellevue,NE
735394,490000.0,3,2,2220,10275,2,0,1640,1980,98027,47.5304,-122.055,2300,9975,1,0,2,6,Issaquah,NE
735394,335000.0,3,2,2430,9133,1,0,1410,1978,98059,47.5116,-122.15700000000001,1980,9592,1,0,3,4,Renton,SW
735703,550000.0,3,2,1670,10798,1,0,1670,1962,98006,47.549,-122.17,2290,10798,0,0,3,5,Bellevue,NE
735369,385000.0,3,2,1180,10541,1,0,940,1981,98074,47.6348,-122.03200000000001,1230,10879,1,0,3,4,Sammamish,NE
735432,395000.0,3,2,1620,8085,1,0,1210,1976,98011,47.7349,-122.197,1700,8085,1,0,2,4,Bothell,NE
735395,650000.0,2,1,1030,5750,1,0,1030,1928,98116,47.5861,-122.391,1570,5750,0,0,4,5,Seattle,NW
735661,637000.0,4,3,2900,5803,2,0,2900,2007,98028,47.7368,-122.23200000000001,2900,6212,0,0,2,6,Kenmore,NE
735520,692500.0,3,2,3420,9900,1,0,1710,1963,98028,47.7412,-122.256,2290,10700,1,1,2,6,Kenmore,NE
735506,322400.0,3,2,1710,15844,1,0,1710,1964,98059,47.4706,-122.1,1990,20359,0,0,3,5,Renton,SW
735481,233500.0,3,2,1580,10517,1,0,1580,1957,98002,47.2903,-122.214,1400,10658,0,0,3,3,Auburn,SW
735408,400000.0,3,2,1230,11413,1,0,990,1984,98074,47.6321,-122.03399999999999,1570,11517,1,0,2,4,Sammamish,NE
735404,547000.0,5,3,2200,4080,1,0,1420,1916,98103,47.6872,-122.35,1300,4080,1,0,4,4,Seattle,NW
735416,519000.0,5,2,2570,13054,1,0,1470,1950,98166,47.4487,-122.352,2570,19807,1,1,2,5,Seattle,SW
735410,1030000.0,4,4,3320,19850,1,0,2040,1977,98040,47.527,-122.228,3240,15470,0,0,3,7,Mercer Island,NE
735355,365000.0,3,1,1090,6435,1,0,1090,1955,98106,47.5334,-122.365,1340,6435,0,0,3,4,Seattle,NW
735676,699000.0,5,3,2970,36817,2,0,2970,1978,98072,47.7731,-122.139,2730,29150,0,0,3,5,Woodinville,NE
735515,525000.0,3,2,1970,8000,1,0,1970,1968,98052,47.6324,-122.1,1910,8000,0,0,3,5,Redmond,NE
735375,430000.0,4,3,3220,8936,2,0,2450,1990,98031,47.4208,-122.213,2810,10500,1,0,2,6,Kent,SW
735582,325000.0,3,1,1600,7500,1,0,1600,1966,98034,47.7198,-122.182,2050,7200,0,0,2,4,Kirkland,NE
735424,279000.0,2,1,670,6300,1,0,670,1942,98126,47.5161,-122.374,760,6300,0,0,4,3,Seattle,SW
735668,805000.0,4,2,2360,4750,2,0,1660,1911,98115,47.6729,-122.29299999999999,1810,4750,1,0,4,4,Seattle,NE
735633,419950.0,3,3,2150,3962,1,0,1540,1949,98125,47.7183,-122.285,1730,4609,1,0,2,4,Seattle,NE
735704,425000.0,2,1,620,4455,1,0,620,1927,98117,47.6877,-122.395,1180,5000,0,0,2,3,Seattle,NW
735438,446000.0,4,2,1730,5922,2,0,1730,1949,98125,47.7188,-122.321,1700,6127,0,0,4,4,Seattle,NW
735659,455000.0,5,2,2500,7860,1,0,1040,1963,98034,47.7212,-122.226,2060,9684,1,0,2,4,Kirkland,NE
735423,226550.0,3,1,990,4440,1,0,990,1943,98106,47.522,-122.354,990,6771,0,0,2,3,Seattle,NW
735506,764000.0,3,2,1420,4080,1,0,1420,1904,98103,47.6801,-122.348,1220,3060,0,0,4,5,Seattle,NW
735723,439950.0,3,2,2170,15000,2,0,2170,1978,98042,47.3863,-122.15799999999999,2430,14256,0,0,3,5,Kent,SW
735583,453000.0,4,2,1880,5100,1,0,1880,1952,98103,47.6872,-122.34899999999999,1610,4590,0,0,2,5,Seattle,NW
735635,219950.0,3,1,1300,9620,1,0,1300,1971,98003,47.282,-122.331,1420,9620,0,0,2,4,Federal Way,SW
735367,702500.0,3,2,2360,6750,2,0,1930,1926,98103,47.6923,-122.33200000000001,1320,4500,1,0,4,4,Seattle,NW
735522,285000.0,3,2,1780,12231,1,0,1780,1956,98003,47.335,-122.321,2460,12663,0,0,3,5,Federal Way,SW
735642,798750.0,2,2,2160,2578,3,0,2160,2005,98103,47.6607,-122.354,1800,2142,0,0,2,5,Seattle,NW
735410,320000.0,2,1,950,5316,1,0,950,1948,98126,47.57,-122.38,1620,6085,0,0,2,4,Seattle,NW
735583,425000.0,3,2,1680,14630,1,0,1680,1985,98027,47.5272,-122.044,1920,14630,0,0,2,5,Issaquah,NE
735430,540000.0,4,3,2290,4450,2,0,2290,2004,98072,47.7385,-122.169,2570,5096,0,0,2,6,Woodinville,NE
735577,1060000.0,4,5,4140,14757,2,0,4140,2005,98075,47.5871,-121.969,4440,15523,0,0,2,8,Sammamish,NE
735682,1170000.0,4,4,3920,4500,3,0,3920,2013,98103,47.6805,-122.346,2040,3000,0,0,2,5,Seattle,NW
735709,576000.0,3,2,1500,13891,1,0,1500,1951,98005,47.5866,-122.175,2020,13891,0,0,3,4,Bellevue,NE
735705,525000.0,3,2,1720,7200,1,0,1140,1977,98052,47.6977,-122.132,1700,8400,1,0,2,4,Redmond,NE
735467,324950.0,4,3,2641,8615,2,0,2641,1998,98031,47.4038,-122.213,2641,8091,0,0,2,4,Kent,SW
735467,600000.0,3,3,4930,77536,2,0,3930,1981,98072,47.7634,-122.139,2760,7351,1,0,2,6,Woodinville,NE
735456,464000.0,3,3,2460,5400,1,0,1520,2001,98056,47.5231,-122.20200000000001,1745,5400,1,0,3,5,Renton,NE
735421,266000.0,4,2,1995,7102,2,0,1995,1981,98023,47.2986,-122.37,1880,7950,0,0,3,5,Federal Way,SW
735449,775000.0,3,3,3010,74390,2,0,3010,1998,98053,47.6442,-121.999,3240,109771,0,0,2,7,Redmond,NE
735402,415000.0,3,2,1270,4800,1,0,1270,1952,98126,47.5362,-122.376,1220,4800,0,1,2,4,Seattle,NW
735495,550000.0,4,3,3080,6731,2,0,3080,2003,98058,47.4522,-122.118,3080,6731,0,0,2,6,Renton,SW
735612,235000.0,3,2,1670,7606,2,0,1670,1990,98022,47.1949,-121.98200000000001,1670,7433,0,0,2,4,Enumclaw,SE
735404,280000.0,3,2,1470,8089,1,0,1470,1987,98198,47.3878,-122.316,1530,7721,0,0,2,4,Seattle,SW
735536,459000.0,3,2,1730,7807,1,0,1260,1976,98034,47.7211,-122.169,1800,7650,1,0,2,4,Kirkland,NE
735520,195000.0,3,1,1070,7615,1,0,1070,1969,98023,47.3189,-122.37299999999999,1240,6906,0,0,3,4,Federal Way,SW
735549,235000.0,3,2,1660,8738,1,0,1080,1959,98002,47.3117,-122.208,1500,8466,1,0,3,4,Auburn,SW
735563,711800.0,4,2,2410,16650,1,0,2410,1965,98006,47.5706,-122.163,2720,11141,0,0,3,5,Bellevue,NE
735614,440000.0,3,3,1040,1032,3,0,1040,2007,98107,47.6673,-122.37700000000001,1290,1275,0,0,2,4,Seattle,NW
735646,515000.0,2,1,970,3300,1,0,970,1916,98103,47.6609,-122.34299999999999,1060,3600,0,0,3,4,Seattle,NW
735355,1200000.0,5,3,2910,9480,1,0,2910,1939,98105,47.6552,-122.27799999999999,2940,6600,0,0,2,5,Seattle,NE
735694,560000.0,3,2,2340,12443,1,0,2340,1965,98006,47.5432,-122.177,1970,9600,0,0,3,5,Bellevue,NE
735404,340000.0,3,2,1880,11249,1,0,1330,1985,98001,47.3295,-122.257,1870,14547,1,0,2,4,Auburn,SW
735547,600000.0,2,1,1110,3500,1,0,970,1912,98102,47.6453,-122.32700000000001,1884,1778,1,0,2,3,Seattle,NW
735402,764000.0,4,3,2790,7938,2,0,2790,1997,98074,47.6223,-122.02600000000001,2780,7779,0,0,2,6,Sammamish,NE
735443,337000.0,4,2,1590,8779,1,0,1590,2001,98019,47.7408,-121.97399999999999,2090,9600,0,0,2,5,Duvall,NE
735383,1390000.0,6,3,5700,20000,1,0,2850,1977,98006,47.5601,-122.16,3690,15700,1,0,3,7,Bellevue,NE
735556,249000.0,4,1,1200,7552,1,0,1060,1919,98126,47.5317,-122.37,1580,7680,1,0,2,3,Seattle,NW
735429,350000.0,3,3,3200,35782,1,0,2360,1978,98042,47.4121,-122.154,3090,37887,1,0,2,5,Kent,SW
735627,269950.0,3,2,1510,6000,1,0,1150,1993,98038,47.3484,-122.036,1510,6000,1,0,3,4,Maple Valley,SE
735654,735000.0,3,2,1880,108900,1,0,1880,1978,98075,47.5913,-122.01,2730,37731,0,0,2,4,Sammamish,NE
735688,1300000.0,4,3,3070,4000,2,0,2070,1940,98105,47.659,-122.281,2560,4000,1,0,3,5,Seattle,NE
735487,475000.0,4,2,2110,7560,2,0,2110,1974,98034,47.7331,-122.18299999999999,2110,7560,0,0,3,5,Kirkland,NE
735667,339000.0,3,2,2350,8459,1,0,2350,1989,98023,47.3043,-122.34899999999999,2430,8459,0,0,2,6,Federal Way,SW
735668,600000.0,4,4,3270,15160,1,0,1660,1997,98155,47.7437,-122.287,2790,15160,1,0,2,5,Seattle,NE
735452,397500.0,4,2,2220,4760,1,0,1320,1918,98106,47.5215,-122.348,940,4760,1,0,2,4,Seattle,NW
735467,1530000.0,4,4,5990,111078,2,0,5990,2004,98053,47.667,-121.994,4690,118918,0,0,2,8,Redmond,NE
735360,460000.0,3,2,1760,9055,2,0,1760,1985,98052,47.6534,-122.12799999999999,2010,9383,0,0,3,4,Redmond,NE
735583,370000.0,4,3,2200,5207,1,0,1120,1951,98133,47.74,-122.34299999999999,1210,6008,1,0,4,4,Seattle,NW
735682,250000.0,4,1,1550,7296,1,0,1550,1957,98106,47.5184,-122.366,1370,7680,0,0,2,3,Seattle,SW
735417,1100000.0,4,4,5070,60123,2,0,5070,2000,98053,47.6567,-122.00399999999999,4920,101930,0,0,2,8,Redmond,NE
735506,430000.0,2,2,1040,1516,2,0,1040,2008,98122,47.6037,-122.307,1560,1920,0,0,2,5,Seattle,NW
735452,1090000.0,3,2,2560,4000,1,0,1660,1927,98112,47.6384,-122.279,2560,4000,1,0,4,5,Seattle,NE
735707,670000.0,3,2,1850,8160,1,0,1850,1952,98177,47.7241,-122.363,1600,8160,0,0,2,5,Seattle,NW
735711,461550.0,3,2,2090,11895,1,0,1790,1954,98118,47.5362,-122.26700000000001,2180,11072,1,0,2,4,Seattle,NE
735450,479990.0,3,3,2010,2386,2,0,1390,2014,98029,47.5525,-121.99799999999999,1690,1870,1,0,2,5,Issaquah,NE
735702,643000.0,4,3,2518,4663,2,0,2518,2005,98075,47.5894,-122.01700000000001,2280,4525,0,0,2,5,Sammamish,NE
735506,607000.0,3,3,2810,12813,2,0,2040,1988,98052,47.6796,-122.11399999999999,1890,10336,1,0,2,5,Redmond,NE
735376,625000.0,3,3,2600,10092,1,0,2600,1984,98074,47.6223,-122.03200000000001,2440,9298,0,0,2,6,Sammamish,NE
735443,731100.0,3,3,2060,8778,1,0,1160,1953,98136,47.5245,-122.384,1990,7560,1,1,2,5,Seattle,NW
735666,859000.0,3,3,2920,434728,2,0,2920,1999,98042,47.3809,-122.13,3150,55216,0,0,3,5,Kent,SW
735540,435000.0,4,3,2130,10375,2,0,2130,1986,98058,47.4381,-122.16,2220,8508,0,0,3,5,Renton,SW
735535,465000.0,3,3,2290,15600,1,0,1420,1948,98001,47.3558,-122.29,1890,14143,1,1,2,5,Auburn,SW
735703,740000.0,3,1,1230,6380,1,0,1230,1927,98115,47.6947,-122.315,1250,6380,0,0,2,4,Seattle,NW
735577,740000.0,3,2,2020,9478,1,0,2020,1961,98040,47.5383,-122.238,3050,15594,0,0,3,6,Mercer Island,NE
735556,250000.0,3,2,1430,7280,1,0,990,1980,98030,47.3742,-122.18,1430,7280,1,0,2,4,Kent,SW
735668,656000.0,2,3,2270,1763,3,0,1820,2009,98052,47.6757,-122.12100000000001,2180,1763,1,0,2,4,Redmond,NE
735515,300000.0,4,3,1910,8058,2,0,1910,1992,98031,47.3891,-122.17200000000001,1910,6500,0,0,2,5,Kent,SW
735649,643000.0,3,2,1780,214315,1,0,1780,1954,98077,47.7631,-122.02799999999999,2740,133419,0,0,2,4,Woodinville,NE
735452,311000.0,4,3,2690,6124,2,0,2690,2007,98042,47.3343,-122.05799999999999,2300,6002,0,0,2,4,Kent,SE
735435,360000.0,3,2,1330,7482,1,0,1330,1975,98034,47.7322,-122.20700000000001,1480,8096,0,0,3,4,Kirkland,NE
735372,475000.0,4,3,3060,10043,1,0,1700,1968,98133,47.7387,-122.337,1630,8296,1,0,3,5,Seattle,NW
735454,469950.0,3,3,1760,1778,3,0,1760,2008,98125,47.7201,-122.301,1520,1615,0,0,2,5,Seattle,NW
735417,240000.0,3,2,1570,8750,1,0,1570,1960,98148,47.4425,-122.333,1890,8825,0,0,2,4,Seattle,SW
735505,232000.0,2,1,960,8100,1,0,810,1936,98168,47.494,-122.304,960,12150,1,0,2,3,Seattle,SW
735458,350000.0,3,2,1680,81893,1,0,1680,1991,98092,47.3248,-122.179,2480,38637,0,0,2,4,Auburn,SW
735607,803000.0,2,1,1440,33747,1,0,1440,1928,98034,47.7223,-122.209,1980,8400,0,0,2,4,Kirkland,NE
735577,355000.0,3,2,1960,7000,1,0,1600,1980,98058,47.4427,-122.126,1980,7140,1,0,2,5,Renton,SW
735374,475000.0,4,2,1790,2250,1,0,840,1909,98103,47.6526,-122.345,1440,1545,1,0,3,4,Seattle,NW
735681,823000.0,3,3,2560,9825,2,0,2560,1988,98006,47.5497,-122.145,2710,12034,0,0,3,6,Bellevue,NE
735549,395000.0,2,2,1010,3060,1,0,1010,1918,98103,47.6897,-122.354,1160,4080,0,0,3,4,Seattle,NW
735715,499000.0,4,4,2560,5250,2,0,1900,1963,98133,47.7326,-122.34200000000001,1400,5250,1,1,2,4,Seattle,NW
735690,420000.0,2,2,1200,3136,1,0,800,1904,98122,47.6132,-122.29700000000001,1330,3164,1,1,2,4,Seattle,NE
735457,961500.0,3,3,3910,14000,2,0,3910,1999,98008,47.6374,-122.12,2280,14000,0,0,2,7,Bellevue,NE
735688,833000.0,4,2,2260,12238,1,0,2260,1967,98005,47.5976,-122.178,2430,10204,0,0,2,6,Bellevue,NE
735407,479000.0,3,2,2110,11319,2,0,2110,1978,98072,47.742,-122.105,1860,11319,0,0,3,5,Woodinville,NE
735415,1150000.0,4,3,3340,10422,2,0,3340,1996,98033,47.6515,-122.197,1770,9490,0,0,2,7,Kirkland,NE
735422,267000.0,3,1,1400,8100,1,0,1400,1944,98125,47.7124,-122.289,1420,8100,0,0,2,3,Seattle,NE
735487,555000.0,4,2,1760,94525,1,0,1760,1988,98075,47.5882,-122.07,3030,34848,0,0,2,4,Sammamish,NE
735445,490000.0,3,3,2010,9725,2,0,2010,1987,98029,47.56800000000001,-122.01799999999999,1850,6858,0,0,3,5,Issaquah,NE
735382,619000.0,4,2,2300,3400,1,0,1550,1915,98117,47.678000000000004,-122.361,1670,4200,1,0,4,5,Seattle,NW
735537,569950.0,5,3,2510,28185,1,0,1600,1963,98155,47.7719,-122.28200000000001,2910,14880,1,0,3,4,Seattle,NE
735562,549000.0,3,2,1340,3000,2,0,1340,1905,98103,47.6857,-122.34899999999999,1120,3000,0,0,4,4,Seattle,NW
735529,422500.0,3,2,1560,7245,1,0,1560,1962,98052,47.6868,-122.119,2220,8502,0,1,2,4,Redmond,NE
735446,400000.0,4,4,3350,9681,1,0,2140,1980,98198,47.3978,-122.322,2580,9681,1,0,2,4,Seattle,SW
735423,692500.0,4,3,3710,7984,2,0,3710,1999,98065,47.5352,-121.868,2950,7984,0,0,2,6,Snoqualmie,NE
735410,310000.0,4,3,2430,5499,2,0,2430,2002,98042,47.3779,-122.125,2890,5190,0,0,2,5,Kent,SW
735583,499900.0,3,2,2430,8820,1,0,1630,1977,98178,47.4972,-122.23299999999999,2390,10050,1,0,2,5,Seattle,SW
735472,492000.0,3,2,2100,7335,2,0,2100,1983,98074,47.647,-122.061,2050,8930,0,0,2,5,Sammamish,NE
735724,460000.0,2,3,1880,40575,1,0,1880,1987,98024,47.5614,-121.899,1930,32935,0,0,2,6,Fall City,NE
735430,800000.0,3,3,1630,2640,2,0,1630,1919,98119,47.6452,-122.37100000000001,1630,3000,0,0,4,5,Seattle,NW
735695,832600.0,4,1,1640,4200,1,0,1640,1925,98103,47.6601,-122.33200000000001,1730,3990,0,0,2,4,Seattle,NW
735675,470000.0,4,3,2310,7350,1,0,1670,1989,98011,47.7505,-122.182,2600,6077,1,0,2,5,Bothell,NE
735527,542000.0,2,2,1930,4500,1,0,1930,2003,98053,47.7104,-122.031,1670,5200,0,0,2,5,Redmond,NE
735403,1310000.0,4,5,4750,13912,2,0,3600,2005,98118,47.5332,-122.265,3600,22124,1,0,2,7,Seattle,NE
735516,308130.0,4,3,2300,7500,1,0,1650,1959,98198,47.4125,-122.33,2300,7500,1,0,1,4,Seattle,SW
735668,310000.0,2,1,1050,2699,1,0,1050,2005,98029,47.5471,-121.99600000000001,1240,2671,0,0,2,4,Issaquah,NE
735528,235000.0,2,1,1500,8015,1,0,1500,1947,98146,47.5027,-122.348,1130,8015,0,0,2,3,Seattle,SW
735495,215000.0,3,1,1150,7560,1,0,1150,1958,98058,47.4613,-122.184,1230,7560,0,0,3,3,Renton,SW
735389,210000.0,4,2,1920,10403,1,0,1370,1959,98023,47.2987,-122.366,1550,9619,1,0,2,4,Federal Way,SW
735563,730000.0,4,3,3660,150282,2,0,3660,1990,98053,47.6813,-122.04799999999999,3090,53578,0,0,2,7,Redmond,NE
735577,245000.0,3,2,1720,9342,1,0,1140,1981,98092,47.3177,-122.182,1330,7540,1,0,3,4,Auburn,SW
735491,540000.0,3,2,2100,20018,1,0,1470,1948,98166,47.4544,-122.366,2410,17196,1,0,2,5,Seattle,SW
735632,299000.0,4,3,2400,6078,2,0,2400,2001,98001,47.2606,-122.285,2406,7642,0,0,2,5,Auburn,SW
735555,510000.0,3,3,2540,40106,2,0,2540,1991,98074,47.6037,-122.04299999999999,3190,71797,0,0,2,7,Sammamish,NE
735417,198000.0,4,2,2080,7200,1,0,1050,1966,98001,47.3385,-122.28200000000001,1500,7350,1,0,3,4,Auburn,SW
735376,950000.0,5,3,3400,7452,2,0,3400,1999,98007,47.6141,-122.13600000000001,2650,8749,0,0,2,7,Bellevue,NE
735649,300000.0,4,2,2200,7600,2,0,2200,1978,98092,47.3131,-122.191,1910,7600,0,0,2,5,Auburn,SW
735480,528000.0,5,2,2140,8580,1,0,1200,1962,98033,47.6625,-122.178,1600,9206,1,0,2,4,Kirkland,NE
735402,507000.0,5,3,3850,16249,2,0,3030,2002,98092,47.3324,-122.16799999999999,2640,7393,1,0,2,6,Auburn,SW
735648,770000.0,4,3,4270,6384,2,0,3060,2001,98065,47.5362,-121.874,2850,6285,1,0,2,6,Snoqualmie,NE
735649,255000.0,3,2,1340,7210,1,0,1340,1975,98031,47.4182,-122.167,1370,7210,0,0,3,4,Kent,SW
735723,220000.0,1,2,1100,3451,1,0,1100,1978,98198,47.3829,-122.322,1400,4560,0,0,3,5,Seattle,SW
735652,690700.0,5,3,2870,5349,2,0,2870,2005,98059,47.5405,-122.18700000000001,2800,5000,0,0,2,6,Renton,NE
735411,447000.0,2,1,1320,8380,1,0,1320,1953,98177,47.705,-122.367,1290,8025,0,0,2,4,Seattle,NW
735373,755000.0,6,2,2150,4505,1,0,1270,1952,98119,47.6514,-122.369,1740,4505,1,0,2,4,Seattle,NW
735670,700000.0,4,2,2470,6000,1,0,1480,1940,98199,47.6365,-122.391,2140,4000,1,0,2,4,Seattle,NW
735429,250000.0,4,3,1910,7700,1,0,1000,1980,98030,47.369,-122.17,1880,7875,1,0,3,4,Kent,SW
735363,320000.0,3,3,2130,6969,2,0,2130,2003,98038,47.3655,-122.027,1670,9545,0,0,2,4,Maple Valley,SE
735367,565000.0,4,3,2240,14667,2,0,2240,1989,98059,47.5276,-122.161,2410,11243,0,0,3,6,Renton,NE
735712,754300.0,5,3,1800,4500,2,0,1680,1939,98107,47.6648,-122.35799999999999,1730,4500,1,0,3,4,Seattle,NW
735358,650000.0,3,2,2160,9000,1,0,1400,1949,98177,47.7241,-122.369,3010,9000,0,0,3,5,Seattle,NW
735647,529888.0,4,3,3140,8455,2,0,3140,2003,98059,47.4866,-122.147,3140,7391,0,0,2,5,Renton,SW
735543,432000.0,3,3,1920,9812,2,0,1920,2000,98028,47.7633,-122.243,1830,10534,0,0,2,5,Kenmore,NE
735675,235000.0,3,1,1050,7670,1,0,1050,1955,98022,47.2046,-121.99600000000001,1220,7670,0,0,4,4,Enumclaw,SE
735625,994900.0,4,4,3695,6556,2,0,3695,2014,98053,47.683,-122.015,4160,6786,0,0,2,6,Redmond,NE
735691,489000.0,4,3,3910,8442,2,0,2710,2000,98038,47.3766,-122.027,2650,7576,1,0,2,6,Maple Valley,SE
735708,800000.0,4,3,3010,7427,2,0,3010,2010,98052,47.7068,-122.11200000000001,3000,4929,0,0,2,5,Redmond,NE
735369,370000.0,4,2,1370,9957,1,0,900,1972,98034,47.7237,-122.181,1510,8088,1,0,2,4,Kirkland,NE
